ChannelName,Date,Content,Suspicious_Level
zpnewsru,2023-10-02 06:00:29.000,"Пушилин сообщил об увеличении количества штурмовых групп ВСУ в районе Работина
⁠
МОСКВА, 2 октября. /ТАСС/. Украинские войска активизировались в районе Работина в Запорожской области и увеличили количество штурмовых групп возле этого населенного пункта. Об этом сообщил глава ДНР Денис Пушилин.

""Также противник повысил активность и увеличил количество групп - пока тоже без применения - на следующем направлении: Новопрокоповка - Работино - Вербовое"", - сказал Пушилин в эфире телеканала ""Россия-24"". ...

Подробнее>>>",1
businessclassnews,2023-10-02 01:45:04.000,"❗️С сегодняшнего дня в Перми расширена зона платной парковки. В зону № 101 с тарифом 20 рублей в час попали участки:

▫️ул. Плеханова от ул. Луначарского до ул. Петропавловской;
▫️ул. Петропавловская, ул. Ленина, ул. Екатерининская, ул. Луначарского – все на участке от ул. Плеханова до ул. Крисанова.

Одновременно начали работу две внутризональные плоскостные муниципальные парковки:

▫️в районе дома по ул. Пушкина, 1 (вдоль ул. Клименко на участке от ул. Луначарского до ул. Пушкина);
▫️вблизи зданий по ул. Попова, 21 и 23.

📍Business Class",1
osnovanews,2023-10-02 15:39:03.000,"Зураб Макиев: Отдельно отмечу туристическую отрасль, на которой Сергей Иванович довольно подробно остановился. С теми реалиями, с которыми сталкивается наша страна, это очень важно. Очень хорошее время, чтобы развить свой внутренний туризм. Для его развития нужна качественная услуга, которую наша республика сможет представить для россиян, которые посещают наш субъект. Важно, чтобы у них было желание и возможность вернуться, и не раз.

https://osnova.news/n/22168/
Депутат Госдумы Макиев - о встрече Путина с Меняйло: глава республики хорошо и подробно доложил о развитии региона // ОСнова",1
crossnews_ru,2023-10-02 14:30:06.000,"Подразделения ВС Азербайджана обстреляли автомобиль армянской армии, из-за чего один человек погиб, двое получили ранения. Об этом сообщает пресс-служба Минобороны Армении.

""2 октября в результате обстрела ВС Азербайджана машины Вооруженных сил Армении, перевозившей еду для личного состава боевых позиций, с армянской стороны есть один погибший и двое раненых. Подразделения ВС Азербайджана также обстреляли машину скорой помощи, что является грубым нарушением норм международного гуманитарного права"", — говорится в сообщении.


Источник -  ТАСС (@tass_agency)",1
crossnews_ru,2023-10-02 02:43:22.000,"Двое детей и их мать пострадали в результате ночного обстрела Херсона 

Об этом сообщает Херсонская областная прокуратура. По данным следствия, 1 октября примерно в 23:40 российские военные нанесли артиллерийский удар по городу. В результате загорелся частный дом. 

13-летняя девочка получила ранение средней тяжести. Ее 12-летней сестре медики диагностировали острую реакцию на стресс из-за обстрела. Также осколочные ранения получила мать девочек.  

———

Фото: Херсонская областная прокуратура


Источник -  Медуза — LIVE (@meduzalive)",1
vesti_top,2023-10-03 21:53:36.000,"Над приграничным российским регионом система ПВО сбила воздушные цели
https://lenta.ru/news/2023/10/04/belg/

Над Белгородом и Белгородским районом сработала система противовоздушной обороны (ПВО), сбиты воздушные цели. Об этом сообщил губернатор приграничного российского региона Вячеслав Гладков. Оперативные службы уточняют информацию о последствиях на земле. По предварительной информации, пострадавших и разрушений нет.",1
vesti_top,2023-10-03 03:47:25.000,"В ЛНР рассказали об уничтожении БМП «Bradley» в опорном пункте ВСУ
https://lenta.ru/news/2023/10/03/marochko/

На купянском направлении Вооруженные силы (ВС) России уничтожили опорный пункт украинской армии, в котором находилась боевая машина пехоты (БМП) Bradley. Позицию выявила аэроразведка, и после передачи координат по противнику открыли огонь при помощи тяжелых огнеметных систем.",2
zspecialnews,2023-10-03 00:43:20.000,"‼️🇷🇺💥""Ланцеты"" уничтожают технику и РЛС врага по всему фронту
Подборка работы российских ""Иксоводов"":
▪️На 1 видео дрон-камикадзе уничтожает бронетехнику боевиков.
▪️На 2 — ""Ланцет"" точным ударом поражает украинскую САУ на Краснолиманском направлении.
▪️На 3 — барражирующий боеприпас уничтожает американскую РЛС контрбатарейной борьбы на Запорожском направлении.
▪️На 4 — ударом дрона-камикадзе «Ланцет» 37-й мотострелковой бригады уничтожен финский БТР XA-180",2
rt_ru_news,2023-10-03 05:32:01.000,"Тульские десантники уничтожили живую силу ВСУ на Соледарском направлении

Военнослужащие Тульского гвардейского парашютно-десантного соединения ВДВ уничтожили группу пехоты ВСУ на Соледарском направлении. Бойцы ВДВ использовали РСЗО «Град». С огневой точки расчёты сначала уничтожили скрытые позиции ВСУ 122-мм зажигательными неуправляемыми реактивными ракетами. После этого, используя осколочно-фугасные снаряды, нанесли сокрушительный удар по живой силе противника. RT публикует кадры Минобороны России. 
Читать далее",2
rt_ru_news,2023-10-03 05:24:46.000,"Гладков: в Белгородской области силы ПВО сбили несколько воздушных целей

Губернатор Белгородской области Вячеслав Гладков сообщил, что несколько воздушных целей были сбиты силами ПВО в Грайворонском городском округе региона. 
Читать далее",1
anna_news,2023-10-03 05:18:03.000,"Бойцы ВДВ уничтожили американский бронетраспортёр

Военнослужащие 82-й бригады поразили БТР Stryker противника при помощи барражирующего боеприпаса «Ланцет».

Как сообщают «Известия», техника была поражена при очередной попытке наступления ВСУ в районе Работино.

Бронетранспортёры Stryker стоят на вооружении аэромобильных частей украинской армии и активно используются на Запорожском фронте.

В общей сложности США передали Украине более ста бронемашин этой модели.

@anna_news",2
vesticrimea,2023-10-03 12:05:10.000,"🏗 Аксёнов посетил ресурсоснабжающие предприятия Ялты

Глава Крыма Сергей Аксёнов обозначил ключевую задачу для предприятий: сократить потери в сетях, о чём рассказал в своём telegram-канале, а также поручил:

▪️ Перевести потребителей электроэнергии на прямые расчёты с госпредприятием, выполнить план по техприсоединениям.
▪️ Сократить руководящий состав ГУП РК «Крымгазсети».

Также в ходе поездки глава Крыма ознакомился с ходом строительства в Ялте многопрофильного медицинского центра и осмотрел набережную в посёлке Гурзуф.

@vesticrimea",1
ru2chnews,2023-10-03 23:05:11.000,"И то и другое 
Запомни Армения не простит такое России 
Помощь Армении говорили ещё до сво тот же коммунист Платошкин и другие. 
В отличие от России Турция помогала Азербайджану как военной техникой так и боевиками из Сирии. 
Ведь Азербайджан еще вроде в 2012 выкинул российские базы из своей страны и за это время успел добиться больших успехов в военной техники итд в отличии от Армении которая понадеялась на помощь от России. 
Всё это в будущем сильно будет влиять на имидж итд России так как другие увидели что нельзя верить России и что оказывается она очень слабая",1
rt_ru_news,2023-10-03 17:50:47.000,"Спецоперация Z: хроника главных военных событий 3 октября

ВСУ отступают с позиций под Новопрокоповкой, разгром окопно-блиндажного узла украинских военных под Белогоровкой, российские артиллеристы накрыли противника под Угледаром, «Ланцет-3М» ВДВ России поразил американский БТР Stryker под Работином, позиции ВСУ под огнём зажигательных снарядов 9М22С ВС РФ под Артёмовском и другие события спецоперации 3 октября. 
Читать далее",2
crossnews_ru,2023-10-04 09:10:33.000,"❗️Бывший командующий Уральским округом Росгвардии, генерал-полковник Сергей Бойко, который также руководил группировкой сил ведомства в ходе СВО, назначен начальником Главного штаба войск - замдиректора Росгвардии, передает ТАСС.

Новым командующим Уральским округом войск стал генерал-лейтенант Владимир Спиридонов, ранее занимавший должность первого заместителя командующего Южным округом.


Источник -  Раньше всех. Ну почти. (@bbbreaking)",1
zspecialnews,2023-10-04 11:28:01.000,"💥Бои у Вербового: FPV-дроны уничтожают боевиков на Запорожском направлении

Наши операторы заметили как ВСУшники решили провести ротацию в светлое время суток. Они подняли своих ""птичек"" и сбросами сорвали планы боевиков.",2
rt_ru_news,2023-10-04 03:24:32.000,"«Мы выезжаем и охраняем небо»: боевая работа расчёта ЗРК «Тор-М1» в зоне спецоперации

Минобороны России опубликовало кадры боевой работы расчёта зенитного ракетного комплекса «Тор-М1» ЗВО по воздушным целям ВСУ на Купянском направлении. ЗРК могут поражать в своём диапазоне высот и дальности все типы целей. Ликвидируют самолёты, вертолёты, беспилотники и даже баллистические ракеты на очень большой высоте и дальних дистанциях. 
Читать далее",2
capmatnews,2023-10-04 02:53:35.000,"‼️Запорожское направление
Ореховский отрезок

Всю ночь противник пытался прорваться в направлении Копани и Вербового. Противник использовал в основном пехоту. В бой пускал подразделение за подразделением.

Противник понёс значительные потери. На данный момент точной цифры нет. Наша артиллерия и РСЗО устроила противнику ""хорошую"" встречу.

В эти минуты бой продолжается. ВКС около 10 минут назад отправила партию ФАБ-500 по противнику. На данный момент никаких значительных территориальных изменений нет.

Работаем🇷🇺

Источник:СВО",1
dnrpravda_news,2023-10-04 04:36:15.000,"Российские вооруженные силы за последние сутки незначительно расширили серую зону на краснолиманском направлении

Об этом сообщил глава Донецкой Народной Республики Денис Пушилин в эфире телеканала «Соловьев Live«.

«На данный момент ситуация полностью контролируемая. Противник готовится к каким-то активным действиям, но если брать северное направление, краснолиманское направление, то за последние сутки нашими подразделениями была расширена серая зона. Незначительно, но тем не менее это все же продвижение вперед», — сказал он.",1
news_rambler,2023-10-04 08:15:03.000,"⁠Минобороны РФ: система ПВО сбила две противокорабельные ракеты ""Нептун""

Российские системы противовоздушной оборон (ПВО) за сутки перехватили две противокорабельные ракеты «Нептун» в зоне специальной военной операции (СВО). Об этом журналистам сообщили в Минобороны России.

Читать на Рамблере →",1
zpnewsru,2023-10-04 17:35:26.000,"Владимир Разин: Запорожское направление

ВСУшники показывают кладбище собственной техники, которая была уничтожена ударами ВС РФ.

Количество потерь ВСУ киевский режим держит в секрете, но таких видео с каждым днём становится всё больше и больше. 

До последнего украинца.
      
@razin_ZOV",2
rbc_news,2023-10-05 06:29:39.000,"Система ПВО сбила беспилотник в Грайворонском городском округе в районе поселка Горьковский, сообщил белгородский губернатор Вячеслав Гладков. Пострадавших и разрушений нет. Ранее о сбитом над Белгородской областью дроне сообщало Минобороны.

Гладков также рассказал, что населенные пункты Шебекинского городского округа снова обстреляли. Снаряды попали в центр города Шебекино, в здания неработающей пекарни и торговый центр, который находится на ремонте. В поселке Шебекинский обстрелом повреждено восемь частных домов, автомобиль и автобус.",1
crossnews_ru,2023-10-05 04:15:07.000,"Два человека, по предварительным данным, погибли в результате обстрела Херсона

Как сообщил глава офиса президента Украины Андрей Ермак, город обстреляла российская армия. Один из погибших — коммунальщик, который обрезал ветки деревьев. 

Ранее глава военной администрации Херсона Роман Мрочко написал о серии взрывов в прибрежных районах города. По его данным, армия РФ обстреляла Херсон с левого берега Днепра.  

Позже Мрочко сообщил, что погибшие в результате обстрела — мужчина и женщина в возрасте примерно 50-55 лет.


Источник -  Медуза — LIVE (@meduzalive)",1
dagizvestiya,2023-10-05 08:51:25.000,"⚡️ Прямо сейчас: глава Дагестана Сергей Меликов проводит встречу с близкими участников СВО. 

🥀 До её начала глава региона возложил цветы к портретам погибших воинов.

Напомним, ранее руководитель республики заявлял, что планирует встретиться с каждой семьёй, столкнувшейся с потерей с начала СВО. Оказание помощи таким семьям Сергей Меликов держит на личном контроле.",1
opennewss,2023-10-05 07:48:15.000,"В Кировоградской области дроны-камикадзе ""Герань"" второй раз за неделю навестили 62-й арсенал боеприпасов ВСУ в Богдановке. Местные власти подтвердили прилет, назвав его «попаданием в объект инфраструктуры». 

Напомним, ""Герани"" уже били по этому арсеналу 28 сентября. Такой огромный арсенал даже за две атаки не уничтожить, однако работа в этом направлении идет.

Осведомитель",2
rentv_news,2023-10-05 02:36:02.000,"Министр обороны Сергей Шойгу проверил организацию боевой подготовки военнослужащих и добровольцев на полигонах Южного военного округа.

В военном ведомстве уточнили, что занятия на полигонах проводятся под руководством офицеров, имеющих боевой опыт, полученный во время участия в спецоперации.

Шойгу поблагодарил женщин-военнослужащих СВО за обучение контрактников и добровольцев навыкам оказания медицинской помощи в боевых условиях.

Подписаться на РЕН ТВ",1
rt_ru_news,2023-10-05 04:20:33.000,"Кадры уничтожения боевиков FPV-дронами на Артёмовском направлении

Бойцы Ивановского соединения ВДВ уничтожают скопления личного состава украинских боевиков на Артёмовском направлении при помощи FPV-дронов. Беспилотники используются не только для отслеживания противника, но и для нанесения точных ударов прямо в места скопления боевиков. Чтобы осуществить боевую задачу, оператор дрона-камикадзе и его помощник отправляются в приближенную к ВСУ локацию, где российские военнослужащие и запускают дрон. RT публикует кадры Минобороны России. 
Читать далее",2
rt_ru_news,2023-10-05 04:20:54.000,"Шойгу проверил процесс боевой подготовки военнослужащих и добровольцев на полигонах ЮВО

Глава Минобороны России Сергей Шойгу проверил организацию боевой подготовки военнослужащих и добровольцев подразделений БАРС на полигонах ЮВО. На полигонах готовят операторов беспилотных летательных аппаратов, механиков-водителей и военнослужащих других военно-учётных специальностей. Также проводят тактико-специальную, огневую, медицинскую, инженерную подготовку военнослужащих. Занятиями руководят офицеры, у которых есть боевой опыт участия в спецоперации. 
Читать далее",1
rt_ru_news,2023-10-05 09:33:10.000,"Для нужд СВО: Шойгу заявил о формировании в рядах ВС РФ девяти резервных полков

Девять резервных полков, пополняющиеся контрактниками, сформированы в рядах ВС РФ для группировок войск, участвующих в СВО, заявил министр обороны РФ Сергей Шойгу. Также он сообщил, что за прошедший месяц на военную службу поступили 38 тыс. добровольцев, часть из них уже имеет боевой опыт. Кроме того, 5 октября глава оборонного ведомства проверил организацию боевой подготовки военнослужащих подразделений БАРС на полигонах Южного военного округа. 
Читать далее",1
peoplelivenews,2023-10-05 08:14:51.000,"🔹Минобороны России опубликовало кадры уничтожения бронетехники ВСУ на артемовском направлении. 

Артиллеристы Южной группировки выявили огневую позицию артиллерии ВСУ у населенного пункта Звановка и точным ударом уничтожили самоходную артиллерийскую установку М109А6 Paladin. 

После точного попадания у машины сдетонировал боекомплект, что привело к ее полному уничтожению.",2
pronorusnews,2023-10-05 17:32:45.000,"❗️Враг бросил в наступление батальон под Клещеевкой и Андреевкой, пытаясь прорвать нашу оборону у железной дороги
➨ В течение 05.10 завязались ожесточённые бои на южном фланге Артёмовска.
➨ Противник начал штурмовые действия, послав в атаку до батальона при поддержке артиллерии в районе Андреевки и в лесополосах, пытаясь прорвать российскую линию обороны вдоль железной дороги.
➨ ""Опять как тараканы прут на железку в сторону Отрадовки, отбиваем"", – сообщили наши бойцы с места.
➨ По врагу активно работают наши артиллеристы, дроны-камикадзе и авиация. 
➨ Бои продолжаются.",1
rt_ru_news,2023-10-06 03:55:38.000,"Боевая работа экипажа самоходной установки «Вена» на Артёмовском направлении

Минобороны России опубликовало кадры боевой работы костромских артиллеристов Ивановского соединения ВДВ. Расчёт артиллерийского подразделения на САУ 2С31 «Вена» уничтожил объекты и позиции украинских националистов, окопавшихся в лесопосадках под Артёмовском. Разведка целей, корректировка огня и контроль поражения осуществляются расчётами беспилотных летательных аппаратов группировки. 
Читать далее",2
rt_ru_news,2023-10-06 13:29:26.000,"В Курской области сработала система ПВО

Средства ПВО сработали в Курской области. Об этом сообщил губернатор Роман Старовойт. Он уточнил, что силы противовоздушной обороны среагировали в Курском районе. 
Читать далее",1
vesti_kursk,2023-10-06 06:51:43.000,"📌 Губернатор Роман Старовойт вручил награды отличившимся работникам системы образования

Сегодня глава региона принял участие в торжественном мероприятии, посвящённом празднованию Дня учителя в рамках Большой учительской недели. Также Роман Старовойт вручил награды отличившимся работникам системы образования.

Двое курян были удостоены звания ""Почётный работник сферы образования Российской Федерации "", четверо — звания ""Заслуженный учитель Курской области"". Также губернатор вручил работникам системы образования благодарности, почётные грамоты и памятные медали ""80 лет Победы в Курской битве"".",1
anna_news,2023-10-06 09:52:05.000,"Артиллерия 85-й бригады уничтожает технику ВСУ под Бахмутом

В результате контрбатарейной борьбы была уничтожена как минимум одна самоходная установка противника.

Также @frontline_pvt публикует кадры поражения бронетехники, автотранспорта и скоплений пехоты противника.

Ранее сообщалось о том, что российские войска смогли нанести серьёзный урон соединениям ВСУ, пытающимся продвинуться на Бахмутском направлении.

ВСУ стремятся продвинуться южнее и севернее города.

@anna_news",2
pronorusnews,2023-10-06 13:26:50.000,"❗️Севастополь Тревога. Предварительно пуск ""Нептунов"" из района Одессы

Сообщается о работе ПВО в западной части акватории Черного Моря. Работает Флотское ПВО.

Морской и наземный общественный транспорт Севастополя прекращает движение.

Крымский мост также перекрыт для движения.

Американский разведчик ""Посейдон"" корректирует атаку...

Дым в районе Севастопольской бухты - это военные используют табельные средства маскировки.",1
zpnewsru,2023-10-07 09:30:27.000,"На Запорожском направлении нанесли поражение живой силе ВСУ
⁠
РИА Новости

МО РФ: НА ЗАПОРОЖСКОМ НАПРАВЛЕНИИ НАНЕСЕНО ПОРАЖЕНИЕ ЖИВОЙ СИЛЕ И ТЕХНИКЕ ПРОТИВНИКА, УНИЧТОЖЕНО ДО 50 УКРАИНСКИХ ВОЕННЫХ ...

Подробнее>>>",2
varlamov_news,2023-10-07 07:20:09.000,"Если вы сейчас находитесь в Израиле, обмениваться информацией можно в чатах проекта «Вместе»:

• https://t.me/+6Qmhz85KBs5lZjM0 (общий)
• https://t.me/+KTUSs7c2yJlkNjNk (Арад)
• https://t.me/+O6awGCVhAU9iZDA0 (Ашкелон)
• https://t.me/+LHuvYvfK6mw0YTQ0 (Бэер-Шева)
• https://t.me/+vlZqrpMOV8EyZmFk (Эйлат)
• https://t.me/+kKFN1GviB3dkN2Q0 (Хайфа)
• https://t.me/+HVXU5-u51HVhZmNk (Иерусалим)
• https://t.me/+ZzZaLSRfRMNiMGQ0 (Крайот)
• https://t.me/+cNJrZ352IEA2NTg0 (Нетания)
• https://t.me/+PmY0jZOrLvliYjU8 (Ришон-ле-Цион)
• https://t.me/+9KdY-pLMkdQwYjBk (Тель-Авив)",2
vestiru24,2023-10-07 06:36:08.000,"Владимир Путин и Александр Лукашенко созвонились и обсудили наиболее актуальные вопросы и повестку на ближайшую перспективу, а также график предстоящих контактов, сообщает пресс-служба президента Белоруссии.

На предстоящем Совете глав государств СНГ 13 октября в Бишкеке Лукашенко планирует детально обсудить с Путиным отношения между странами. В ходе телефонного разговора он также еще раз поздравил президента России с днем рождения.",1
rt_ru_news,2023-10-07 14:05:48.000,"«Семья будет мной гордиться»: награждение военнослужащих военной полиции ЦВО

В зоне спецоперации состоялось награждение военнослужащих подразделения военной полиции ЦВО государственными и ведомственными наградами. Медали «За отвагу», «За храбрость», «За боевые отличия», а также «За воинскую доблесть» I степени и медаль «Участнику специальной военной операции» военнослужащим, проявившим мужество и героизм в ходе выполнения специальных задач, вручил начальник военной полиции ЦВО полковник Константин Смирнов. 
Читать далее",1
newsvladivostok,2023-10-07 07:06:06.000,"Хорошо стали жить!могу судить , так как мне 84 года, многое изменилось к лучшему, в каждой семье по автомобилю, отпуска проводим за границей, на Родине нам уже не в кайф.  В магазинах изобилие, работай, зарабатывай  и будет тебе счастье. А доллар, это не наш Гознак, рубль это наша валюта, любите свою  Родину, своего президента, который работает на благо России!",1
peoplelivenews,2023-10-07 10:57:26.000,"Еще один уничтоженный на Запорожском направлении  украинский  танк Leopard 2A6 немецкого производства.
Понимаю все сейчас увлечены Палестиной и горящими танками Меркава, ну а наши бойцы жгут пока Леопардов))",2
news_forfree,2023-10-07 10:27:41.000,"Глава Чечни Рамзан Кадыров предложил отменить предстоящие выборы президента РФ из-за СВО.

«Я предлагаю сейчас, когда идет СВО, единогласно принять решение, что на выборах у нас будет один кандидат — Владимир Владимирович Путин. Или временно отменить выборы, потому что другого человека у нас нет, который мог бы защитить сегодня нашу страну»,— отметил Кадыров в ходе прошедшего в Грозном флешмоба ко дню рождения Путина.",1
zpnewsru,2023-10-07 23:21:15.000,"Борис Рожин: ВСУ пытались спрятаться от нашего Ка-52 в лесу, но ничего не вышло. Экипаж российского вертолета точным ударом управляемой ракеты уничтожил бронеобьект противника на Запорожском направлении.

@zvezdanews
      
@boris_rozhin",2
zpnewsru,2023-10-08 04:08:14.000,"🪖Обстановка на Запорожском направлении на 10:00

Ночью была полная тишина и отсутствие движений у противника, работали только артиллеристы. Под утро была попытка на двух м113 с личным составом прощупать нашу оборону у Новопрокоповки, парни с пехоты уверенно сдержали позиции в стрелковом бою, остатки противника отошли лесопосадкой. Каждый день враг пробует мелкие вылазки на всех участках от Работино.

Вчера были уничтожены в окопах иностранные наемники, за дерзкую езду на пикапе.

Западнее н.п. Вербовое «иксоводы» уничтожили САУ М109 ВСУ.

Архангел Спецназа. Подписаться.",2
