ChannelName,Date,Content,Suspicious_Level
baltnews,2023-10-02 04:21:14.000,"🇪🇪 Российские войска ликвидировали эстонского наемника 

Эстонский наемник Танель Криггуль по прозвищу ""Стингер"" был уничтожен в районе Красного Лимана. 

Российский дрон ударил в дом, в котором базировались боевики ""Иностранного легиона Украины"", сообщают СМИ. Взрыв был настолько мощным, что от дома осталась лишь груда обломков. 

Ранее был ликвидирован другой эстонский наемник Иво Юрак. В ходе ""службы"" вел блог, в котором выражал животную ненависть к русским. По данным Министерства обороны России, было уничтожено 4800 наемников, еще столько же сбежали из Украины. 

@BALTNEWS",2
svtvnews,2023-10-02 13:00:10.000,"Главы МИД ЕС не сумели договориться о выделении Киеву военной помощи в размере 5 млрд. евро в 2024 году

Об этом на пресс-конференции по итогам сегодняшнего саммита в Киеве рассказал Жозеп «Санкции работают» Боррель. Он, однако, рассчитывает согласовать этот пакет помощи до конца года.

Еврочиновник добавил, что до конца года ЕС также планирует подготовить 40 тысяч украинских военных.

Задонатить через бота | Patreon | Boosty | Предложить новость",2
crossnews_ru,2023-10-02 04:39:10.000,"⚡️Наше небо на надёжном замке.

Зенитчики 150-й мотострелковой дивизии Южной группировки войск в свой праздник — День сухопутных войск — стоят на страже неба Донбасса. 

Боевой расчёт зенитно-ракетного комплекса «Тор-М2» находится на боевом дежурстве. Боец с позывным Стаф рассказал о своей современной боевой машине. Её возможности уникальны: они позволяют контролировать различные цели противника и работать незамеченными на линии соприкосновения.

@hassan_nassr


Источник -  RT на русском (@rt_russian)",1
ru2chnews,2023-10-02 05:57:37.000,"Кто ее хочет ближайшие 6 лет подобного скотства на нашей родине России. Идём 17 марта 2024 года голосовать против Путина. Да, эти ""выборы"" всё равно правильно нарисуют как надо режиму в кремле. Но мы можем хотя бы попытаться чтобы кремлю сделать максимальный стресс-тест. Система не должна расслабляться. Голосуйте за любого главное не сидите дома, давайте покажем что Путин ничтожен и никто его не поддерживает. Можете писать на бюллетени всё что хотите, например, ""продолжение путинской власти это дальнейшая война, смерть и деградация России"". Отвоюем Россию у банды Путлера!!!",1
topnewsinrussia,2023-10-02 05:45:00.000,"Сразу три судна покинули порты Украины с неизвестным грузом на борту. Корабли работают в рамках ""альтернативного зернового коридора"". 

Напомним, что 22 сентября украинский министр инфраструктуры Александр Кубраков предупреждал о том, что эти балкеры намереваются зайти в украинские порты. Предполагалось, что суда погрузят примерно 127 тысяч тонн украинской сельхозпродукции. Однако какой именно груз находится на борту точно неизвестно. Напомним, после выхода России из зерновой сделки все перемещения судов из украинских порт осуществляются без российского участия.",3
vesti_top,2023-10-03 21:53:36.000,"Над приграничным российским регионом система ПВО сбила воздушные цели
https://lenta.ru/news/2023/10/04/belg/

Над Белгородом и Белгородским районом сработала система противовоздушной обороны (ПВО), сбиты воздушные цели. Об этом сообщил губернатор приграничного российского региона Вячеслав Гладков. Оперативные службы уточняют информацию о последствиях на земле. По предварительной информации, пострадавших и разрушений нет.",1
zpnewsru,2023-10-03 14:14:45.000,"ВС РФ пресекли наступление семи групп пехоты ВСУ в направлении Приютного

Подразделения группировки войск ""Восток"" Вооруженных сил России пресекли наступление семи групп пехоты ВСУ в направлении Приютного в Запорожской области. Об этом сообщает начальник пресс-центра группировки ""Восток"" Олег Чехов.

""Ударом тяжелой огнеметной системы ""Солнцепек"" уничтожен склад боеприпасов и скопления живой силы ВСУ в районах Новодонецкого и севернее Приютного"", - прокомментировал Чехов.

🐔 Подписаться на @zap_kpru",1
svtvnewsfree,2023-10-03 06:44:06.000,"Чехия снова ввела пограничный контроль со Словакией из-за мигрантов

Пока что такая мера была принята на 10 дней. Причиной послужил массовый въезд через границу нелегалов.

Год назад Чехия ввела точно такие же ограничения, так как со стороны Словакии границу переходило большое число мигрантов. Сирийские нелегалы пытались через Чехию попасть в западные страны ЕС. В частности — в Германию, где у многих из них живут родственники.

Только с июня по сентябрь 2022 года в Чехию таким образом въехали 9,5 тысяч человек, тогда как за весь 2021 год их набралось 1,3 тысячи.",2
ru2chnews,2023-10-03 04:15:44.000,"Медведев уже за армян пояснил:

""Однажды один мой коллега из братской страны сказал мне: «Ну я же для вас чужой, вы меня не примете». Я ответил то, что должен: «Судить будем не по биографии, а по поступкам». Потом он проиграл войну, но удержался странным образом на месте. Потом он решил возложить ответственность за своё бездарное поражение на Россию. Потом он отказался от части территории своей страны. Потом он решил заигрывать с НАТО, а его супруга демонстративно уехала к нашим врагам с печеньками.
Догадайтесь, какая судьба его ждёт…""",1
zspecialnews,2023-10-03 00:43:20.000,"‼️🇷🇺💥""Ланцеты"" уничтожают технику и РЛС врага по всему фронту
Подборка работы российских ""Иксоводов"":
▪️На 1 видео дрон-камикадзе уничтожает бронетехнику боевиков.
▪️На 2 — ""Ланцет"" точным ударом поражает украинскую САУ на Краснолиманском направлении.
▪️На 3 — барражирующий боеприпас уничтожает американскую РЛС контрбатарейной борьбы на Запорожском направлении.
▪️На 4 — ударом дрона-камикадзе «Ланцет» 37-й мотострелковой бригады уничтожен финский БТР XA-180",2
rt_ru_news,2023-10-03 13:29:47.000,"«Поражены цеха ремонта и восстановления техники ВСУ»: в МО РФ заявили об ударе по бронетанковому заводу в Харькове

Российские военные нанесли удары по предприятиям, выполняющим задачи для ВСУ, в Харькове и Павлограде. По данным Минобороны РФ, поражены цеха ремонта и восстановления бронетанковой техники, а также мощности по выпуску твердого ракетного топлива и взрывчатых веществ. Наряду с этим поражён склад вооружения одной из бригад ВСУ, а также пусковая установка зенитного ракетного комплекса «Бук». 
Читать далее",2
rt_ru_news,2023-10-03 05:32:01.000,"Тульские десантники уничтожили живую силу ВСУ на Соледарском направлении

Военнослужащие Тульского гвардейского парашютно-десантного соединения ВДВ уничтожили группу пехоты ВСУ на Соледарском направлении. Бойцы ВДВ использовали РСЗО «Град». С огневой точки расчёты сначала уничтожили скрытые позиции ВСУ 122-мм зажигательными неуправляемыми реактивными ракетами. После этого, используя осколочно-фугасные снаряды, нанесли сокрушительный удар по живой силе противника. RT публикует кадры Минобороны России. 
Читать далее",2
anna_news,2023-10-03 05:18:03.000,"Бойцы ВДВ уничтожили американский бронетраспортёр

Военнослужащие 82-й бригады поразили БТР Stryker противника при помощи барражирующего боеприпаса «Ланцет».

Как сообщают «Известия», техника была поражена при очередной попытке наступления ВСУ в районе Работино.

Бронетранспортёры Stryker стоят на вооружении аэромобильных частей украинской армии и активно используются на Запорожском фронте.

В общей сложности США передали Украине более ста бронемашин этой модели.

@anna_news",2
ontnews,2023-10-03 14:26:51.000,"Украина сталкивается с проблемой эмиграции женщин и подростков — Le Monde 

Население Украины на 24 февраля 2022 года составляло от 38 до 42 млн человек, а после начала конфликта ее покинуло от 5 до 8 млн мигрантов. 

👉К 2037 года население страны будет составлять от 30 до 31 млн человек, при этом некоторые прогнозы допускают снижение до 24 млн человек в ближайшее десятилетие.",2
ontnews,2023-10-03 06:24:01.000,"Странам ЕС следует добиваться мира в Украине

Об этом заявила депутат парламента Германии от Левой партии Сара Вагенкнехт.

👉 Сара Вагенкнехт задается вопросом, должны ли европейские страны сейчас брать на себя расходы на украинское перевооружение ради продолжения конфликта, который наносит ЕС огромный ущерб, и который, по ее словам, ""можно и нужно было давно закончить"".

 ""Вместо того, чтобы тратить миллиарды на поставки оружия и нести расходы на прокси-войну для США, ЕС должен наконец задуматься о потребностях своих граждан и выступить за немедленное прекращение огня"".",3
listnewsru,2023-10-03 10:00:58.000,"У Пентагона осталось $5,2 млрд на военную помощь Украине

Пентагон располагает $5,2 млрд на военную помощь Украине, этого должно хватит еще на полгода при нынешних объемах затрат, заявили представители ведомства. AP пишет, что Пентагон призвал конгресс выделить средства на помощь Киеву, передает rbc.ru.

У Пентагона осталось $5,2 млрд на оказание военной помощи Украине, при нынешних объемах затрат этой суммы должно хватить…

https://list-news.ru/novosti/u-pentagona-ostalos-5-2-mlrd-na-voennuyu-pomosch-ukraine/",2
zdraviy_news,2023-10-03 11:43:29.000,"В обществе стоит вопрос о наступлении!

На сегодняшний день многие ударные подразделения Вагнера уже вернулись в район ЛБС и ждут указаний.

Кроме того, были усилены части от Купянска до Кремменой. В этом направлении были отправлены десятки новых танков, вертолетов и дополнительные новые полностью подготовленные подразделения.

Также, части ВДВ все чаще переходили в наступательные действия на запорожском направлении.

Впереди нас ожидают большие сражения и победы.

Всем добра!


@zdraviy_news",2
topnewsinrussia,2023-10-03 03:30:01.000,"В США заявили о фактическом разгроме ВСУ. По позициям украинской армии в Малой Токмачке нанесён мощный удар планирующими авиабомбами. 

По словам экс-разведчика США Скотта Риттера, ВСУ уже фактически разгромлены. К тому же уже к концу года или весной в стране может произойти политический коллапс. Эксперт подчеркнул, что украинские силовики уже разгромлены с военной точки зрения.",2
ru2chnews,2023-10-03 12:50:23.000,"Россия под санкциями тех, кто и устроил эту войну - что логично. Весь остальной мир (70%) не накладывал никаких санкций. Это, конечно, плохо, но кто это начал? Не мы.

Ой ну вот только не нужно пытаться перефорсить фразу ""до последнего хохла"", даже силами укроципсо это сделать не получается. Все уже знаю, до последнего кого идёт война)

Лучшей там, где нет войны ? - согласен
Лучше там, где нет Путина? - То есть тебе в африканском племени заебись будет?",2
ru2chnews,2023-10-03 23:35:02.000,"Не ври всю эту информацию лжи распространение кремля 
У России нету силу что бы сдвинуть кпп который поставил Азербайджан блокировав Карабах! 
А Россия ничего Не смогла сделать ну если только пополнить как всегда трупами своих военных которых убили азербайджанцы! 
Так-то Азербайджан молодцы тоже вставили Путину 😂 показали что его место у параши и что он никто. 
Надеюсь ещё из российских военных азеры убьют кого нибудь ведь чем больше тем будет лучше что бы другие знали кто такой Сказочной Путин 😂",1
rt_ru_news,2023-10-03 17:50:47.000,"Спецоперация Z: хроника главных военных событий 3 октября

ВСУ отступают с позиций под Новопрокоповкой, разгром окопно-блиндажного узла украинских военных под Белогоровкой, российские артиллеристы накрыли противника под Угледаром, «Ланцет-3М» ВДВ России поразил американский БТР Stryker под Работином, позиции ВСУ под огнём зажигательных снарядов 9М22С ВС РФ под Артёмовском и другие события спецоперации 3 октября. 
Читать далее",2
topnewsinrussia,2023-10-03 06:10:00.000,"""Остановить их ничего не может"": в США заявили о подготовке сотен подразделений ВС РФ для наступления.   Такое заявление сделал бывший советник Пентагона Дуглас Макгрегор. 

Бывший советник Пентагона полковник Дуглас Макгрегор заявил, что ВС РФ подготовили сотни подразделений на востоке Украины. В эфире канала Judging Freedom в YouTube он подчеркнул, что это сделано в качестве подготовки будущего наступления. Он отметил, что эти действия говорят о намерении ВС РФ пойти в крупное наступление. Ситуацию эксперт считает «плохими новостями» для США.",1
crossnews_ru,2023-10-04 09:42:24.000,"🍔 Сеть ""Вкусно - и точка"" повысила цены на бургеры на 10% после роста ставки НДС на них

С 1 октября ставка НДС при реализации гамбургеров была увеличена до 20% после того, как в Общероссийском классификаторе продукции по видам экономической деятельности появился специальный код для такой продукции. 

До этого некоторые игроки могли при продаже бургеров использовать пониженную ставку в 10%, относя их к хлебобулочным изделиям недлительного хранения.

@interfaxonline


Источник -  Интерфакс (@interfaxonline)",2
