MessageId,NaiveBayes_Suspicious_Level_0,NaiveBayes_Suspicious_Level_1,NaiveBayes_Suspicious_Level_2
48924,-4.47631,-0.74801105,-14.191135
168604,-1.6936657,-1.7924374,-0.20822427
4244,7.2225833,-8.085367,-13.892753
168580,1.4364059,-1.443948,-2.1670468
49319,2.3679862,-2.3118386,-1.4039104
15685,1.9218001,-12.057023,-10.542908
4247,-4.1049085,-4.488369,-6.9492803
49291,1.9257274,-0.45277756,-4.2267118
12086,0.3351537,0.1278046,-0.6647644
65789,-0.08689284,-0.30428284,-7.5301957
48934,1.1207306,-4.1161537,-2.2416177
65796,2.2344747,-2.4313955,-1.5522275
49246,3.3205783,-5.717843,-2.6679854
168654,-0.0031583905,-1.7180654,-0.7458974
48941,-0.5069864,0.028043866,-0.8147993
49276,5.2402196,-4.5262465,-4.0571995
208270,1.3229343,-2.8453279,-4.260464
49309,-1.4170499,-4.4203343,-0.72884816
168538,0.50599384,-1.6399218,0.16334385
6714,-0.32128525,-3.388293,0.5659912
15489,-1.0667456,-2.3891113,-3.9044964
208349,2.6668053,-2.7751095,-3.6601844
4249,0.99888754,-5.190654,-2.8963313
6713,-0.0589543,-1.4570279,-1.5672054
208281,0.8374772,-0.6585916,-1.6984472
168631,-0.55802023,-2.3604708,-2.814266
49289,0.60047925,0.15078443,-2.5480697
15490,0.73155046,-0.25385898,-0.58872634
168624,-0.5432379,-0.9238471,-0.61407226
168647,0.36115983,-2.0714824,-10.90912
168555,-0.47115636,-1.665558,-0.68575346
50443,4.7580304,-4.183537,-5.199766
214792,-0.6519315,0.32207108,-1.1119053
208384,-0.23269737,-0.28864974,-1.2665923
214797,-1.1660028,-0.87950057,-0.19250512
122211,2.4331307,-2.9857476,-2.061374
122194,0.60805964,-2.7872324,-2.3698373
47463,-1.071397,3.6780078,-8.544043
122272,2.9224489,-4.793095,-5.7643585
6722,8.019857,-4.9932547,-19.82255
46512,-0.82142866,-0.482867,-0.9260764
209057,7.203602,-8.558009,-4.1860967
65792,2.7947018,-3.3534105,-4.15489
49290,1.5079756,-0.45677903,-4.255613
208949,3.9378545,-3.282081,-4.4833083
47461,5.519506,-3.9527621,-7.6540904
122192,1.6798941,-1.1698263,-1.4285853
19699,4.7866054,-4.398746,-3.184312
208337,3.5919967,-5.3970566,-3.5629413
168583,2.312978,-0.9605131,-1.5903502
47446,2.5415359,-2.5289657,-1.7535174
34834,1.6795726,-2.434729,-5.583891
47447,3.3047566,-5.3537164,-3.1145613
49271,1.6920884,-1.4922823,-1.9243178
168630,0.10083324,0.5684153,-4.0711956
122270,0.46668944,-2.361174,-2.1958873
214825,2.6307676,-2.8067634,-1.9188256
28353,-0.20530975,0.20364869,-1.3100321
12089,1.8660235,-1.7268194,-1.3224237
65809,-0.39689803,-1.3423449,-1.60573
65799,7.2225833,-8.085367,-13.892753
34815,-0.4376037,0.9048168,-2.0126295
19607,-0.39527112,-1.48944,-6.2625594
209008,1.9229604,-3.5337765,-1.7348974
208404,-1.0241902,-0.2820975,-0.13622606
208317,2.983546,-2.601027,-2.4878223
208266,1.6552197,-0.8144292,-2.8988478
51911,4.220502,-4.260129,-4.068679
49279,0.4790148,-0.5065856,-1.9031112
34794,-1.7228723,-0.9535662,-1.4949802
10129,0.69497216,-2.2511132,-1.0139636
168640,2.4995427,-2.970715,-1.1228969
36560,1.1066949,-2.733471,-1.1849248
168642,-0.32311636,0.6767798,-1.3470293
122266,1.7784758,-3.7754893,-1.2890661
168611,2.879004,-1.8230257,-2.6720371
214890,-0.29010516,-1.0948044,-1.2683454
34807,1.365882,-2.377195,-3.2219121
168657,1.6070133,-0.4324872,-2.111421
12192,6.3527856,-6.408511,-5.38226
47462,0.46297398,0.17050168,-1.8097863
51888,2.6098258,-3.2502556,-1.9438457
168591,2.3940685,-2.8114762,-1.1098313
208374,2.572023,-6.103693,0.6136903
16232,-0.56212914,-3.0072348,0.013744116
31653,0.6062796,-7.571144,-2.6519508
168619,4.5973125,-5.5105543,-3.8855543
208259,5.781481,-6.9985523,-5.6212206
208435,0.7359111,-2.7861078,-2.022798
46485,1.7170188,1.0174792,-7.472302
168529,0.47440293,-7.569724,0.94199187
122166,1.219288,-1.3536925,-0.87384045
209065,0.8891332,-0.34352922,-3.5602677
168573,1.3616265,-1.5603476,-1.8663998
208261,0.692657,-1.5165852,-0.7747042
6161,1.9306569,-3.7807627,-1.1497915
31636,4.542041,-7.7136145,-4.6513777
19599,-2.2916355,-1.6475091,-0.30248943
46509,1.0765262,-0.9989194,-1.6401727
168566,1.3980895,-2.4775686,-1.957943
122193,3.0298238,-3.8962302,-2.800994
214852,0.08044261,-1.8234934,0.0250175
214872,-0.42184222,0.38592738,-1.5681121
122238,2.2375574,-2.7949421,-4.169855
23177,2.1390533,-1.409022,-2.2932625
7637,2.0178103,-11.348497,-4.516248
214784,2.0903535,-1.3002884,-4.434298
48953,1.3495052,-8.508121,-4.7384925
48946,6.4693217,-24.906004,-8.555261
50436,-4.4674106,3.4231346,-2.393621
214856,3.2550862,-4.255211,-2.3384392
49258,-0.65115666,-0.4306689,0.12849396
15594,-0.78677666,1.510004,-2.976252
5890,0.75416374,-0.7165067,-2.2771158
24168,0.33517164,0.41262084,-0.7590641
46496,1.513061,-0.8807297,-2.3669815
208367,0.16534284,-0.93028027,-0.81393313
10558,-0.16583502,0.31646994,-0.36811686
23180,-0.82284594,-0.3109147,0.043594897
28355,3.123935,-1.5136752,-1.4773293
208272,5.840781,-6.8089294,-5.644844
15599,2.4852653,-7.8967977,-11.96524
209003,2.8734982,-3.2827652,-2.741659
208235,-0.027767897,-0.32332182,-0.0052235723
208258,1.7362446,-5.504578,-3.3353171
49310,4.624226,-4.604951,-3.326765
208362,1.9155861,-2.146998,-1.3437519
48964,-0.9895363,0.01979176,-1.4394765
214790,2.7647693,-2.5641468,-2.11121
209061,3.4393132,-3.184753,-2.2855628
15213,9.432868,-15.698809,-21.02454
122164,3.6460507,-3.154105,-2.61007
23174,-2.6036866,0.06932535,-0.58649755
5877,5.2039895,-9.002966,-12.493824
208438,2.4836133,-6.4028044,-3.3953824
47438,-1.4684098,0.9018826,-0.46175724
23169,2.2863965,-2.027564,-1.6975768
15487,0.1439499,-1.5311203,0.19050342
34792,9.036147,-9.062321,-11.55487
31647,-1.7023473,-3.1925697,1.4041893
168531,-1.449558,-0.34723103,-1.156207
36570,-1.4729226,-0.80604875,0.9499852
15675,-2.372182,-2.224455,-2.3193913
51895,-4.4361544,-0.38451177,2.7316887
209070,6.057541,-8.965364,-2.9997108
168589,0.5584371,0.5643906,-4.6243
7638,0.6033926,-0.5802141,-1.4624984
208209,1.5103102,-0.9656821,-2.574257
214865,2.1806438,-2.523844,-0.7213121
49270,-1.7900958,-1.4298041,-1.3811119
28359,4.7118216,-7.672901,-2.0899282
214868,2.6474411,-3.8524933,-2.1346614
168650,0.31026417,-1.9295784,-1.7586093
208987,1.5407841,-2.5250733,-2.6440241
12084,0.37433577,-0.5828822,-0.7100706
36527,3.6033826,-3.9195733,-2.3011022
122240,1.1062912,-2.9640217,-7.6287255
168602,0.7830597,-0.69821256,-13.222437
10559,3.7686214,-3.891303,-8.632389
19604,1.7167147,-0.5099008,-1.7545643
214799,1.446863,-1.1033626,-1.7200301
208988,-0.2201863,0.31713167,-0.960981
208319,1.8775259,-1.5179015,-1.7988431
168561,3.879799,-3.333041,-4.7214
36555,0.8291438,-1.3709855,-1.1841102
49253,0.18441916,0.33878493,-2.6763134
122229,5.041058,-4.0475883,-9.05509
65788,-1.1251839,-1.4481086,-2.930756
168653,1.7501218,-2.5781171,-1.791611
4242,3.3567417,-6.5290394,-5.420517
51851,1.5259539,-1.0548158,-2.933503
51898,0.55971813,-0.07929153,-0.5600298
209016,9.880432,-10.449445,-11.526454
51870,-0.6808038,-0.9612633,-0.8063835
208247,-0.9010675,1.3405064,-1.8668633
168616,-0.5768378,-4.6837115,-0.85548526
34806,3.9457698,-2.2639925,-6.449569
65786,0.37304026,-0.87579125,0.05575967
19691,2.1756191,-4.737611,-4.0720444
15680,2.093997,-2.9163203,-4.0568743
208354,3.8586903,-3.6144474,-3.176364
208228,-1.2364795,1.3339132,-3.3076625
12199,-1.8104389,0.8203619,-2.1171174
19696,2.6933265,-2.7780316,-2.8496387
16228,-2.1370463,-2.9922886,-0.02611041
208229,-0.6765876,0.12578654,-1.6511157
19708,-0.7020861,0.6239895,-7.0890694
208236,1.5123835,-1.8483257,-3.6954381
168623,0.63021725,-5.450534,-1.6168225
15660,-0.30383873,-0.3274871,-2.665547
36556,2.45174,-3.1401517,-2.5948336
34818,2.8045602,-4.2288585,-2.3196578
209052,0.60602516,-0.5091075,-1.4956801
34827,0.27122414,0.6810675,-2.1296458
11788,1.3511579,-1.219859,-2.5770032
208405,-0.70459664,-2.6838806,0.53979117
209091,1.5779989,-3.0357015,-0.48788399
122260,3.0879042,-9.243964,-6.430036
46527,2.9564407,-1.2141268,-7.462404
122169,1.5481713,-0.7872665,-1.7180381
208381,-3.4343915,-0.0038384423,0.48020905
208328,0.94929296,-0.35563296,-0.8815239
209022,2.5108457,-1.7040622,-2.994047
208342,5.7647705,-5.743512,-3.2805715
19713,12.692376,-13.320911,-20.134274
47460,2.2725697,-2.103064,-3.1278675
20514,1.9075017,-0.77913284,-2.7489295
7103,0.40908414,-1.4031516,-1.4592364
208376,5.2224917,-10.366807,-4.959502
122163,0.39600307,0.99126905,-4.9593487
6156,4.754168,-9.878094,-3.4477673
168621,0.26533896,-3.2093704,-3.5979583
40775,-0.015744328,-7.3489895,-0.31251773
208238,0.5253318,-0.73425543,-0.3995005
214891,0.103080034,-0.41082907,-3.073037
208994,1.9964863,-2.0635386,-1.401047
65804,6.49273,-14.486721,-7.5913444
214817,0.26570615,0.106569044,-2.6643677
23181,-1.5750926,-18.182877,-3.750525
48958,3.0982447,-2.8947568,-9.344104
209036,2.7239783,-3.4482102,-2.8322499
12783,-0.95554125,-2.0897722,-2.3135154
214874,1.0090865,-2.4423606,-3.340269
49295,-0.0018367767,-9.632056,-9.381576
12786,6.297972,-2.553527,-10.8236265
65805,3.43438,-5.1375794,-2.9680917
209034,5.3302293,-2.2117865,-9.56094
34823,2.6642842,-1.0528005,-1.3897352
122264,1.7497226,-4.5072107,-5.607756
49267,0.6401051,-0.44569182,-1.9794123
208292,2.5044093,-2.3393052,-1.5135431
6717,3.0086548,-4.6592164,-5.517872
214871,-0.037260175,0.74464476,-1.4528723
65807,5.48723,-10.857117,-6.814517
50434,-0.3922904,0.3961276,-0.3806498
48954,3.518019,-2.605387,-2.6373856
13224,2.5894709,-3.7614365,-1.9951167
12200,2.2849872,-5.6468143,-3.4424536
49249,1.4359744,-1.2661405,-1.2040505
12092,0.572775,-2.670654,-0.38170046
208407,2.0279846,0.28482583,-6.2670946
48927,-0.10693264,-0.6169328,-0.27126527
65810,5.315768,-8.956617,-9.8635845
31643,0.22093087,-2.0309713,-0.23585701
49316,2.9517725,-2.6249943,-1.5360808
168649,-0.43516302,0.65602505,-1.7613838
208385,2.3635464,-2.608761,-2.7881951
208371,2.258009,-1.3335638,-2.8833191
122195,7.6222415,-8.426798,-10.645695
208274,2.1735535,-3.0051851,-3.8289413
122184,3.2595534,-23.399052,-18.60148
168605,-2.5277672,1.4046036,-7.7817073
28354,1.4215171,-1.1991916,-0.7999767
3885,-1.0100967,-6.0604057,2.275323
122210,-0.5461247,-1.1881949,-1.4702389
49292,-0.30473733,1.8625922,-5.738873
214811,1.1106277,-0.73163855,-1.7354543
168564,5.1844907,-6.82368,-5.8484507
49300,6.571418,-2.1852403,-12.151148
48955,1.2452615,-2.315587,-3.0863974
122189,5.333318,-7.652171,-4.1184688
49293,1.929665,-2.066,-1.5522144
36546,-0.58345675,-0.29757643,-0.3642618
214785,3.091138,-2.8554702,-2.9160328
19608,-3.0475485,-9.3984375,-3.7364013
208413,3.3930707,-6.6778517,-8.516455
46506,0.85548127,-1.5530334,-2.09458
208428,4.340534,-7.258591,-7.203184
47464,1.9962013,-1.604458,-1.492492
48923,2.540491,-16.09797,-14.10062
208210,1.5064232,-0.49610794,-2.8590515
51866,0.66636527,-0.21792364,-0.5961629
168558,0.8598735,-0.1467213,-1.1238065
168554,-0.5777787,-1.880854,-2.6261005
168556,2.1170335,-4.503749,-3.7909935
208253,-0.5398507,0.744508,-1.1751599
49315,-3.8318725,0.46257287,0.31777143
6719,4.649312,-10.752532,-7.222152
214851,3.1671011,-4.32331,-2.1943536
15678,-0.4731369,-4.86343,-2.9721825
40767,1.58916,-4.0820947,-0.147885
50445,15.896595,-16.178448,-38.531193
209049,5.6226172,-6.175641,-2.0224113
40760,-1.822417,1.0300648,-4.809149
208361,0.9787575,-4.461936,1.1683097
65798,0.4096492,-0.0028487071,-2.2188635
46490,1.164781,0.41114342,-4.0283494
15493,0.53354126,-0.040164657,-0.74042726
122205,0.7267294,-12.766555,-5.7581854
122244,2.0124774,-2.5067315,-10.645587
168565,1.3988363,-1.3702571,-3.8273335
122223,2.1911213,-7.7657986,-7.1614842
49275,2.715348,-2.7554855,-2.7322192
208204,-1.2079138,-1.0009629,-3.6681018
122269,-3.0049386,-0.45049462,-1.9941585
208359,3.1746337,-4.398545,-3.57778
168645,1.4172593,-0.83684236,-1.6148107
48928,1.7354249,-2.9111173,-1.027904
40765,5.2535124,-5.8275876,-5.3554726
46507,1.1774713,-1.4928002,-2.1896422
46516,1.1679159,-1.6054,-1.9215708
214786,0.24569643,-0.7073269,-1.2821832
47448,0.49543658,-1.0546191,-0.28302783
208213,-1.0508138,-0.46271628,-1.4133514
208231,1.4623857,-0.6463641,-2.439816
7632,2.0069137,-3.2338638,-2.5100203
49250,1.2998042,-0.57216525,-2.7845013
209067,6.1741667,-7.6272283,-6.0153704
48931,1.3229343,-2.8453279,-4.260464
6715,4.951272,-6.129335,-2.7003717
3883,1.0143509,0.62766427,-4.705813
208437,0.40628093,0.21306404,-2.2328436
49268,3.938022,-3.548996,-3.9188068
48945,0.9254551,-1.9032632,-4.8759017
208401,7.3365664,-6.6204257,-7.2278686
47459,0.8856685,-0.4934033,-0.8212023
15600,7.308133,-2.3287222,-9.683175
19611,2.2386847,-7.1010323,-6.8643184
171674,4.0945787,-7.9128227,-7.1577797
209033,-2.4769104,1.8798032,-4.3332987
49281,-3.2382994,-5.52349,-3.43752
34810,1.841321,-1.442645,-0.9646636
48929,1.8005589,-3.922667,-1.4430583
6157,0.3638099,-5.3284764,-3.8626432
49285,3.4413075,-3.118413,-2.1741261
65787,6.7274456,-8.598204,-8.698581
31639,2.200378,-1.5616738,-1.4300034
34787,-4.4974685,-2.973109,-8.967299
50442,1.6432784,-2.6358612,-1.9965591
49312,0.5193224,-0.7826053,-5.2324066
65793,3.0345497,-7.208641,-5.047599
15491,0.79754114,-0.25521666,-1.125428
12098,-5.0353036,3.38001,-1.4792068
209028,0.4329684,-4.3409657,-1.505729
214782,0.923195,-0.91680664,-0.98645055
208360,0.60047925,0.15078443,-2.5480697
214854,0.5055194,0.41497242,-1.1032362
34788,8.835688,-15.153305,-8.415835
122185,8.434996,-10.041759,-9.64936
10554,1.1709431,-1.1403974,-0.79885757
23178,0.89163804,-0.1494661,-2.9188008
50441,-3.4235277,1.0794733,-0.67469203
19692,7.379489,-13.229767,-10.537502
214813,1.6435077,-1.6047114,-0.6731167
209025,4.1151595,-10.18521,-2.9855812
208322,2.56166,-1.2012007,-2.5309412
47450,3.2309182,-4.1869164,-7.8896008
12087,-0.021850944,-0.50283957,-0.8365562
122232,3.4840326,-4.756424,-2.5233157
214798,0.48128754,-0.40852,-0.69900787
208425,0.79202056,-0.009431571,-3.223819
49299,1.391428,-0.60873526,-1.996237
214869,2.026864,-2.9847162,-2.53675
214777,1.02236,-0.9510512,-1.1800002
46528,0.2846048,-0.026578166,-2.0677912
10128,2.301073,-1.8376042,-4.1544266
12090,0.6962918,-1.0362207,-1.2066221
49263,-0.52822113,-2.3926067,-11.924847
28356,1.266923,-1.0198152,-1.1209781
168627,-1.37854,-2.1921148,-2.3122022
208406,1.495547,-3.2681282,-2.6272213
16233,6.422318,-9.795344,-9.324024
209090,3.7553434,-3.2356389,-5.7174053
34803,7.9719043,-19.563343,-11.622153
40778,0.312289,1.22142,-3.5226004
214882,1.6070133,-0.4324872,-2.111421
65816,2.7419763,-6.0173483,-6.607763
122228,1.55516,0.8320417,-10.28722
31644,0.99708503,-0.12129049,-1.0817933
208330,1.331193,-2.7300167,-4.9423823
208243,3.960471,-4.284489,-6.8219748
208268,1.9130571,-1.4434652,-0.65649617
209048,1.6975584,-1.9840026,-1.8936474
46484,2.7499783,-2.1929972,-5.065916
209077,0.32462707,-3.2611046,-1.3900616
208945,3.447323,-2.7562222,-6.2055073
31650,1.2495954,0.05720698,-3.4106882
48940,1.4398043,-1.0168542,-1.7840457
10555,1.034677,-1.5146966,0.06421244
46513,0.5604262,-1.5800283,0.25016755
214812,-0.3787104,-0.98001856,-1.3970156
208263,-1.1027802,1.8232611,-3.4051046
168612,1.8744578,-0.19475526,-7.803426
49273,1.8235569,-3.4974039,-2.7472043
208366,0.5681591,-1.066344,-2.6099246
50444,0.2534234,0.76627094,-3.9547393
46510,4.2774425,-3.383632,-3.6339705
34828,0.36231452,-0.543941,-0.6016668
12188,7.466615,-13.794144,-10.615359
122250,0.929803,-3.337759,-3.3783305
48956,2.1210146,-2.8878796,-6.094948
168603,-0.6819078,-2.439618,0.32966816
208255,1.1208831,-1.7840815,0.6464161
168620,0.102921754,-2.7204075,-4.0749693
214848,1.2825966,-3.1110132,0.22341746
168655,0.90355176,-1.223718,-3.5413947
40776,0.5506562,-0.030236363,-0.8720988
168581,0.8652646,-0.1376254,-1.3784993
5873,4.850406,-4.1990423,-5.527497
208976,0.69495076,-1.0775704,-3.3720806
36514,-0.12988997,-4.042304,-0.574403
122218,3.2772212,-8.191345,-3.1061037
46502,1.880818,-1.6854341,-1.1421664
51913,-4.5764713,0.74937165,0.99482805
122224,0.8598543,-7.681556,-1.3046725
208334,1.8528538,-0.9873547,-2.077068
49284,0.9571683,-2.7122738,-1.6511111
122175,1.3483057,-1.3404531,-2.1612246
208321,-0.73367965,-0.68254346,-0.837476
11787,1.2842034,-1.3551327,-1.806515
168652,0.9301841,-0.6751763,-1.5674095
208262,0.8235235,-0.55897874,-1.5205498
46515,0.30772328,0.45893472,-3.0517132
65782,3.1515453,-0.03949926,-11.995183
19601,-1.2431914,-5.692751,-6.0566697
49288,1.6355097,-0.5908424,-3.7804525
208372,-0.5407094,1.7533408,-7.2738276
209053,8.488348,-7.725328,-9.060331
49247,1.0329971,-5.0079126,-1.7074826
214849,1.7174795,-1.8551612,-0.93674934
40769,1.5786124,-1.2740017,-2.947536
36544,0.38854286,-0.87424535,0.030998409
34791,5.3921695,-10.25385,-9.822568
168638,-2.381186,-2.1049101,-6.061713
208273,1.3464924,-1.8888121,-3.8609903
214840,2.671064,-2.854352,-1.1089058
48932,0.4017714,-0.1059451,-0.40163913
122263,2.735326,-3.2907548,-3.814909
46493,-0.8509927,0.5547301,-0.47791582
168545,0.2833907,-1.9546454,-2.0020893
47455,4.077338,-2.6441996,-5.015104
208191,2.094532,-1.4818144,-2.2032485
15665,0.6170833,-3.0496762,-5.866314
46517,2.4363413,-1.4118898,-3.5391753
209045,0.4539805,-1.0806205,-1.2585468
34799,2.128405,-1.2248566,-2.0461495
208278,2.5894709,-3.7614365,-1.9951167
46488,1.0647266,0.009496219,-2.023456
168594,-0.6429794,1.0437769,-2.5081966
51916,1.7851181,-2.5245688,-2.3535662
28352,2.2612329,-8.24751,-2.804248
4243,-3.8889647,-10.028688,-0.739184
168559,2.4452233,-6.276013,-3.3604596
168598,1.5652996,-3.8858204,-1.4763838
49308,-1.4057802,-4.1029534,0.84745044
47437,-3.3506315,-0.82246256,0.9711061
19698,4.7053576,-5.811468,-8.1601925
16230,-4.1018677,-3.7660043,1.9687214
208217,6.4743333,-6.795694,-10.309437
214787,2.0632324,-2.485594,-2.2415483
51858,-4.47631,-0.74801105,-14.191135
51903,-1.9129086,1.4421909,-1.0503896
214776,1.8940105,-2.3787477,-1.2244728
23184,1.4938703,-1.2868999,-0.8284519
208312,0.8931102,-6.077902,-1.4991763
34814,5.7192297,-7.912855,-8.895496
209042,1.6282921,-3.8053062,0.032215893
11785,-0.07126546,-8.105879,-3.9424458
51900,2.161282,-0.69484156,-3.1267056
48947,2.1806438,-2.523844,-0.7213121
23179,-0.49354005,-2.1717982,0.9752534
208301,0.5506562,-0.030236363,-0.8720988
168563,0.30312654,-1.9696996,-0.70391273
65783,3.824968,-4.0290966,-6.6597786
15659,-0.46798038,0.885979,-2.2326903
214802,0.60016185,-0.5672134,-1.2957814
15684,-0.17475677,-0.38847727,-1.4706645
209039,4.35425,-3.3331795,-4.0766616
65784,1.8647028,-3.5809736,-3.9200056
48961,0.7889725,-0.085938275,-1.0836456
12097,3.4330475,-2.6393933,-2.4828682
214885,1.7619176,-1.883284,-2.297189
49278,0.28390786,-3.3648958,-1.6784976
168587,4.3965855,-6.9066434,-6.9316115
209040,4.6658196,-4.6376224,-2.234485
48930,2.7020795,-2.846088,-5.884633
65820,1.0711675,-2.1390853,-5.176899
65780,5.904692,-5.657473,-4.9841027
49294,-8.184972,7.8921366,-13.48625
214876,0.020891905,-0.7060226,-0.27900577
51861,-2.1856422,0.5746608,-0.35264665
214780,0.69717443,0.23945624,-2.0363114
47440,1.9039531,-4.4572163,-4.59623
208369,2.1456919,-2.4543831,-3.4403622
65801,-3.4545908,-1.9374237,-4.0528502
65811,1.0557543,-1.926285,-7.6600943
214820,1.899795,-1.8095546,-2.070689
168590,1.9406359,-2.0365348,-3.4072902
46492,2.4042587,-1.6979387,-2.9072244
51862,5.943458,-10.540218,-7.425137
168574,1.6878277,-3.2012854,-4.4525414
209020,4.5138874,-5.1944184,-2.4469974
12093,2.3590713,0.0721714,-9.643286
34833,5.154222,-20.428911,-10.86702
208373,4.830737,-5.9560194,-3.574352
65785,7.1024766,-7.84202,-6.967595
208399,1.3647215,-0.9793256,-1.1303195
11782,0.49362883,-0.45698008,-0.33002627
208958,1.8444582,-1.8040457,-3.0328457
208356,1.4147779,-2.472506,-0.75782305
16231,-0.0688898,-1.8696795,-6.387957
122174,-0.27161044,-2.5795174,0.70706874
23175,0.6762559,0.0064821765,-1.342771
208390,3.1542058,-2.8861008,-1.706265
208311,1.5269861,-2.7948215,-2.187247
168600,2.0171237,-1.5141563,-5.1228766
49259,-0.72233725,0.29835212,-2.7793233
49251,4.859483,-5.08869,-2.7054775
48959,0.9642825,0.12014403,-2.9356968
49313,-3.2244139,-0.38854623,-1.0660808
49305,1.7033507,-2.950659,-1.7911217
208267,3.071086,-3.4924881,-1.1130219
122230,0.98627037,-1.0842042,-1.3713982
31642,4.1774864,-5.3562346,-7.232715
15494,-3.1569986,5.2991776,-5.929632
168609,1.0565,-3.913331,0.73943335
208421,3.518019,-2.605387,-2.6373856
214883,2.426805,-1.8088942,-2.781877
208993,1.5925863,-1.2753633,-1.3606305
6720,0.22355065,-3.092578,-8.838413
214870,0.41107836,-0.21944448,-0.46556896
214888,7.1236057,-9.468863,-4.3859243
12190,-0.8091661,-2.6166222,-0.010051072
208276,-0.5230787,0.7086494,-1.2162571
36541,1.9538652,-5.84538,-2.3886075
214778,0.53009963,-1.3688356,-3.087716
214858,0.48873731,-1.1129293,0.40049142
46514,-0.33450514,1.3455324,-3.8783748
6160,0.35344565,-8.993617,-5.479693
209043,0.6850157,-1.8422292,-3.6639502
208306,-0.7660433,-0.06337688,-1.3219788
3879,-1.1556518,1.614817,-3.7265515
34832,4.115199,-5.5698233,-7.0819025
208440,0.2013374,-1.2767394,-0.09308699
49304,0.5317459,0.07893259,-1.4441414
50447,-1.3778895,1.7760086,-1.5746832
40764,3.960471,-4.284489,-6.8219748
122227,3.2535772,-3.5462644,-5.3685117
208304,0.5894617,-0.27197272,-0.60771567
51886,3.7686214,-3.891303,-8.632389
49286,2.8087955,-5.6256003,-4.5458837
46504,3.9375257,-4.7124653,-3.0844746
65806,-1.1869459,-1.8127105,-1.7313344
11780,0.06291488,-0.30576652,-0.9098085
48942,0.75579196,-2.1534734,-1.1926036
209030,3.8231854,-4.9217997,-2.4621594
15662,5.9765706,-6.6571927,-4.909681
208960,5.0508795,-6.4333096,-3.995583
48965,0.08305603,-0.05342687,-1.24359
208415,-0.8363553,1.7888777,-3.1570075
49260,1.1323934,-1.024349,-2.0394964
34825,2.0204213,-7.1105537,-18.70656
24172,0.55971813,-0.07929153,-0.5600298
51852,1.2346957,-1.0369775,-1.0290284
7634,3.6733997,-3.4873765,-2.5946615
209019,0.2596806,-2.0792413,-1.4944632
209011,2.4669123,-3.8064456,-3.9462674
214819,-1.4209347,0.14707029,-2.7237213
168593,0.29048026,-0.47575194,-0.33407164
208383,-0.2682215,-0.14315489,-0.5590438
208287,0.37793162,-0.7884889,-1.1601865
34822,-0.581252,-3.6325114,-8.8812685
34813,1.3337959,-1.157341,-2.7605157
209075,2.7367384,-2.7684941,-2.4008143
34816,1.6160141,-1.5083672,-1.6833076
65815,0.9774669,-5.3948116,-7.317604
47445,2.6930194,-4.4388857,-3.5736353
51893,-0.30061173,-1.4629943,-2.272294
